,Код объекта,Комнатность,Общая площадь,Высота потолков,Ремонт,Санузел,Балкон,Материал окон,Солнечная сторона,Вид из окон,Счетчик воды,Железная дверь,Подключённые сервисы,Домофон,Этаж/Этажность,Серия,Год постройки,Стены,Номер дома,Колясочная,Двор,Парковка,Адрес,zipcode,url,Цена,Коммунальные платежи,Кухонный гарнитур,Кухня-гостиная,Нежилые помещения на первом этаже,Пандус,Площадка для выгула собак,Площадь кухни,Остекление балкона,Площадь балкона,Счетчик тепла,Гардеробная,Лифт,Консьерж,Велосипедная,Детская площадка,система водонагрева,Кладовка,Корпус,Мягкая мебель,Шкаф-купе,воздушные фильтры,Проходные комнаты,Квартира угловая / торцевая,строение,фильтры для воды,Постирочная,Видеодомофон,охранная сигнализация,кондиционер,Многоуровневая
253,5614004,3,60.8 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,1971,Панельные,6,,открытый двор,наземный паркинг,"Октябрьский, ул. Кондопожская, д. 6",,https://ptz.etagi.com//realty/5614004/,3 750 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,5600686,1,37 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,,Панельные,3 к4,,открытый двор,наземный паркинг,"Ключевая, ул. Нойбранденбургская, д. 3 к4",,https://ptz.etagi.com//realty/5600686/,2 200 000 руб.,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
255,5597038,4,71.6 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 9,Инд,,Панельные,12,,открытый двор,наземный паркинг,"Древлянка, ул. Попова, д. 12",,https://ptz.etagi.com//realty/5597038/,4 500 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,5582491,4,71.3 м²,2.5 м,Частичный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,6 из 9,75 ,,Панельные,17,,открытый двор,наземный паркинг,"Древлянка, ул. Лесной пр-т, д. 17",,https://ptz.etagi.com//realty/5582491/,3 999 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,5585543,2,64 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Инд,2011,Панельные,14 к3,,открытый двор,наземный паркинг,"Голиковка, ул. Лизы Чайкиной, д. 14 к3",,https://ptz.etagi.com//realty/5585543/,5 000 000 руб.,,,,,,,,есть,,,,,,,,,,3,,,,,,,,,,,,
258,5585466,1,32.7 м²,2.5 м,Косметический ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,,есть,есть,"телефон, интернет, кабельное телевидение",Есть,7 из 9,Инд,2016,Монолитные,11,,открытый двор,наземный паркинг,"Древлянка, ул. Попова, д. 11",,https://ptz.etagi.com//realty/5585466/,3 300 000 руб.,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
259,5608152,2,43.7 м²,2.5 м,Косметический ремонт,Раздельный,Нет балкона,Деревянные,часть окон,во двор,есть,есть,"интернет, кабельное телевидение",Есть,2 из 2,Инд,,Деревянные,3,,открытый двор,наземный паркинг,"Октябрьский, ул. Грибоедова, д. 3",,https://ptz.etagi.com//realty/5608152/,1 900 000 руб.,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,5589671,2,53 м²,2.5 м,Частичный ремонт,Раздельный,Есть балкон,Деревянные,часть окон,"стены соседних домов, во двор",есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 5,75 ,1979,Панельные,7а,,открытый двор,наземный паркинг,"Кукковка, ул. Генерала Фролова, д. 7а",,https://ptz.etagi.com//realty/5589671/,3 150 000 руб.,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
261,5616906,2,53.4 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 9,75 ,1989,Панельные,28,,открытый двор,парковка отсутствует,"Древлянка, ул. Лососинское шоссе, д. 28",,https://ptz.etagi.com//realty/5616906/,3 880 000 руб.,,,,,,,,,,,,пассажирский и грузовой,,,,,,,,,,,,,,,,,,
262,5554061,3,49.9 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,,Панельные,22,,открытый двор,наземный паркинг,"Ключевая, ул. Судостроительная, д. 22",,https://ptz.etagi.com//realty/5554061/,2 800 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,5583918,1,18 м²,2.5 м,Косметический ремонт,Раздельный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,,Кирпичные,20A,есть,открытый двор,наземный паркинг,"Зарека, ул. Ригачина, д. 20A",,https://ptz.etagi.com//realty/5583918/,550 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,5550198,3,49.5 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Инд,1984,Панельные,7,,открытый двор,наземный паркинг,"Сулажгора, ул. Пограничная, д. 7",,https://ptz.etagi.com//realty/5550198/,3 100 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,5553154,2,57.7 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые/деревянные,все окна,"дороги, трассы, автомобильные мосты, во двор",есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 14,Инд,1987,Кирпичные,73,,открытый двор,наземный паркинг,"Голиковка, ул. Калинина, д. 73",,https://ptz.etagi.com//realty/5553154/,3 600 000 руб.,,+,,,,,,есть,,,,пассажирский и грузовой,,,,,,,,+,,,,,,,,,,
266,5564012,4,77.2 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 5,Инд,1991,Кирпичные,22,,открытый двор,наземный паркинг,"Железнодорожный, ул. Профсоюзов, д. 22",,https://ptz.etagi.com//realty/5564012/,3 890 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,5578756,4,84.1 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,"дороги, во двор, на детскую площадку",есть,есть,интернет,Есть,5 из 5,1-335А,1979,Панельные,7,,открытый двор,наземный паркинг,"Кукковка, ул. Генерала Фролова, д. 7",,https://ptz.etagi.com//realty/5578756/,5 390 000 руб.,,+,,,,,,есть,,,,,,,,,,,,+,,,,,,,,,,
268,5553576,3,61.3 м²,2.5 м,Современный ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 2,Инд,,Деревянные,19,,открытый двор,наземный паркинг,"Новая Вилга п., ул. Романа Гончара, д. 19",,https://ptz.etagi.com//realty/5553576/,2 000 000 руб.,3500 ₽,+,,,,,,,,,,,,,,+,,,,+,,,,,,,,,,
269,5549412,2,35 м²,2.5 м,Современный ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 2,Инд,,Деревянные,24а,,открытый двор,наземный паркинг,"Голиковка, ул. Калинина, д. 24а",,https://ptz.etagi.com//realty/5549412/,1 550 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,5529145,1,35 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 6,Инд,2013,Монолитные,7б,,открытый двор,"наземный паркинг, гостевой паркинг","Старая Кукковка, ул. Белинского, д. 7б",,https://ptz.etagi.com//realty/5529145/,3 000 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,5558520,1,14 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 9,Инд,,Панельные,21,,открытый двор,парковка отсутствует,"Октябрьский, ул. Инженерная, д. 21",,https://ptz.etagi.com//realty/5558520/,1 600 000 руб.,,,,,,,,,,,,пассажирский,,,,,,,,,,,,,,,,,,
272,5541371,1,37 м²,2.6 м,Современный ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,2012,Кирпичные,61,,открытый двор,наземный паркинг,"Сулажгора, ул. Сулажгорская, д. 61",,https://ptz.etagi.com//realty/5541371/,2 999 000 руб.,,,да,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
